film,country,lat,long
Shakespeare Festivities at Stratford on Avon , UK,52.19173,-1.708298
Stroll Through Kandy , Sri Lanka,7.2905715,80.6337262
Nihonbashi Main Street Tokio , Japan,35.6894875,139.6917064
Casting a Guide Box , USA,40.228112,-79.618628
Railroad Panorama Pittsburg to Stewart Westinghouse Series , USA,40.3956247,-79.8386593
Street Life in the Mikado's Capital ,Japan,36.204824,138.252924
Testing a Rotary , USA,40.228112,-79.618628
Company Drill St. John's Military Academy , USA,43.0277708,-76.0690465
King and Queen on the State Barge at Eton , UK,51.487402,-0.607942
Midnight Intruder , USA,40.7367406,-74.0096693
Panorama View Street Car Motor Room , USA,40.228112,-79.618628
Le bourreau turc , France,48.863812,2.448451
Review of U.S. Marine Band by Sec'y Moody U.S. Navy , USA,38.9071923,-77.0368707
Tug of War and Sack Race , UK,51.248366,-0.7557509
On the Darvel Bay Tobacco Estate ,Malaysia,4.210484,101.975766
Sliding Down Ice Mound at Niagara Falls , USA,43.0962143,-79.0377388
The Bath Chair Man , France,48.856614,2.3522219
A Brush Between Cowboys and Indians , USA,36.5475,-97.14417
Chutes at Imatra Finland , Finland,61.1695977,28.7645463
Panorama St. Louis Exposition from Launch , USA,38.6270025,-90.19940419999999
Nautical Tournament , Italy,44.4056499,8.946256
Bulgarian Mounted Gendarmerie on the March ,Bulgaria,42.733883,25.48583
Princess Rajah Dance Without Chair , USA,38.6270025,-90.19940419999999
Sailors Dancing , USA,43.0803451,-70.73991149999999
Food for the Japanese Army ,Japan,36.204824,138.252924
The Geisha Enjoys Her Pipe ,Japan,36.204824,138.252924
Operation of Westinghouse Block System , USA,40.3909023,-79.8100472
Jeunes gens du Stade Montois s'entrainant � la course ou au saut en vue de championats au Waux-Hall , Belgium,50.4542408,3.956659
Rickshaw Parade , Japan,35.6894875,139.6917064
Serving Outfits to Recruits , USA,43.0803451,-70.73991149999999
Ferrying a Coach and Four Across Lake Windermere , UK,54.37393059999999,-2.9376445
Old Maid and Fortune Teller , USA,40.7367406,-74.0096693
Japanese Imperial Guards Practising Rushing the Defences of Port Arthur ,Japan,36.204824,138.252924
Crossing the Gold Range ,Canada,56.130366,-106.346771
International Winter Sports ,USA,37.09024,-95.712891
Sour Lake Oil Fields , USA,30.1402122,-94.41102389999999
Japanese Girls Smoking ,Japan,36.204824,138.252924
Exhibition Fire Drill Union Square N.Y. , USA,40.7127753,-74.0059728
Manoeuvres of the Russian Artillery at Harbin , China,45.80377499999999,126.534967
Drill , USA,43.0804796,-70.7295586
